text	label
【Office365】引用运算符。现在还不能熟练使用的玩意。[失望] 举个例子：（:）区域运算符 A1:B2表示引用单元格A1、A2、B1、B2；[实习] （，）联合运算符 A1,B3:E3表示 单元格A1、B3、C3、D3；[实习] （空格）交集运算符 B3:E3 C1:C5表示单元格C3和C4	0
都这样了人家还能劈叉呢…… //@水舞蓝:一摊。。。 //@水瓶王杨杨:[哈哈]  //@赖晓生:我宣告阳痿！ //@刘庆龙制片:转发微博	1
[哈哈]这张图片就是我现在做饭的写照[衰]	0
@陈冠丹 你们这些低中高端猎头到底在干什么？？？？[怒骂]	0
#??泉州#    #美图秀秀iPhone版#大??啊！下手慢了就木有啦！?是有多?啊[抓狂]@泉州市旅游局 @新鲜旅厦门 @泉州鲤城区文体旅游新闻出版局 @小小的镜界  @有个啊 @摄影师陈曦 @懒兔_疯狂奔走 @薛伟贞 @薛浩岩	0
干死这傻逼 //@宪政?梦者:人家心里高兴呢,央视一报道准能升官发财,还能换个老婆[怒]//@虞大律师: 没人性！[鄙视] //@大鹏看天下: 想不通，此人死了妻子，为何还能如此淡定。尤其是1分58秒的那两声笑，毫无悲伤之情！	0
#达人生日祝福#亲们，祝您们生日快乐，笑口常开哦！@吃货睡神@香芋冰棍[嘻嘻]	1
连理枝！[哈哈]//@九江旅游局梅梅:观音桥头的中正行宫旁两颗夫妻树很茂盛，愿天下所有的夫妻皆能恩爱如此。//@乐途旅游网官方微博: 转发微博	1
这样的酒店太有艺术造纸啦～～[抓狂] http://t.cn/SXCetn	0
这周的成果就是这样 刻的好累但是很喜欢[嘻嘻]#我的橡皮章#	1
情满自溢。//@切总:哎呦我去！这莫不是山东及时雨宋江宋公明宋哥哥？ [嘻嘻]//@夏商:楼主是好人。//@雪域竹音: 您太仗义了！	1
//@藜焱焱:[音乐][围脖] //@千千?歌://@张国华sax: 晚上好！ //@心净如水的天空: //@张国华sax:[给力] //@心净如水的天空:[围观][给力][威武]//@张国华sax: [哈哈] //@王一鸣小宝全国后援会://@秦皇泡泡街舞大叔//@龙腾蓝天:	1
#北京事儿#【老人一路走好[蜡烛]】@定海神针米婆婆: 寒冷周六，对王府井附近流浪人员实施救助，几经周折将一名露宿街头的老爷爷送往医院，从救护车来了直到送至医院，这期间将近两小时未采取任何医疗措施，到院后一小时左右被告知人已死亡。。。老爷爷一路走好[泪]请收起冷漠和对生命的轻视。	0
什么叫人工又少？ @郭燕娃 以后只能靠你养了，糟糠之妻不能忘[泪] //@Stella_Szn:人?? 音? ??.......赫然在列哇[害羞][害羞][害羞][害羞][害羞]	0
#易享时刻##派之星#旅行中的我，一手举单反，一手举手机，既要拍大片，还要随分享。无奈手机不给力，相机美图不能随时传分享，纠结啊～～[抓狂]终于发现这个有wifi功能的神器[得意地笑]@野千寻 @六零儿 @史智峰 你们知道不[嘻嘻]	1
最近#封面很忙#，明星的封面图都长啥样你见过么？来赞一下就能抽奖，还能去主页换上跟他们一样的封面图，新技能快来get！[鼓掌]	1
我跟亲戚说多了 人家还嫌我烦《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》《微笑》 艹 自己死得了 别传上我	0
《我的少女时代》终于要在国内上映了,哎,这个月真虐,有5,6部想看的,虽然我已经没钱没时间去看了	0
【龙熙微话题】假期就要结束了，不想上班的朋友请举手！[鼓掌]	1
小弟在短期内不能喝酒。。。转发给哪些爱喝酒的吧@AndrewDu 你喝酒我喝果汁。@鱼飞xm 你的酒量我知道很好的。@那些薄荷 @kaceyguo 两个酒娘姐妹，好久送到。@志远天下行 @杨枫 //@clover鹏鹏: @小酒窝客栈 @羽de觞 @Oliver_6 [嘻嘻]	1
右侧卵泡22×17,内膜8,可惜老公出差了不在家,怀孕这事也得天时地利人和	0
这个季节芒果百搭啊，无论咸做还是甜吃，都香滑得不像话[可爱]	1
发现最近在微博上有些反人类分子借着冠状病毒的热点在带节奏,我只想说不信谣不传谣,相信zf,相信我们的白衣天使。 ??广州·淘金	0
与沈小岑相识多年，原只知道她唱＂请到天涯海角来＂，刚刚知道＂黑猫警长＂的主题曲也是她唱的呀，赶紧告知八零后的童鞋们。[鼓掌]	1
那我就是无业加长期待业//@彼岸花儿的花花世界:@函谷云初 @怪诞小蝎子 @逐寥寥 @菲常聊的Lee @始终奥特曼 @最爱其其 瞧人这境界[抓狂]	0
大年三十,蛋蛋没缘由的生病了,冠状病毒越来越凶勐,还好蛋蛋只是呕吐没有发烧也不咳嗽,希望2020年世界和平,我们能早日打败病毒,中国加油,蛋蛋加油! ??	1
[泪]  //@谢尽繁华://@允在夫夫://@某缺就特么是1代团子://@金索子:转发微博。 //@萌神jeje是理想型:转发微博。	0
化了个美美的妆去参加Sarcar表澳门中心开幕式，结束时倾盆大雨，与其狼狈的跑还不如幽雅的在雨中走，结果还是脚得很狼狈，走了两条街，全身湿透，手一抹睫毛膏黑了一手[衰]	0
旁晚?份，?一杯?尾酒whisky sour也很不?！[爱你]	1
@周达洋    虽然他们给你化妆了，但是我还是一眼认出了你 达洋啊，你到底得罪谁了~[哈哈]	1
那些不靠谱的父母，哈哈哈哈哈哈！[哈哈][哈哈]	1
帮哥们实现了个小心愿,好开心啊,比自己实现了都开心	1
更为可怕的在这:1.沙特伊教徒人口占100%,2.汉志省除吉达外的所有城市非伊教徒都不得进入和生存,其中的居民亦无退教自由。3.宗教教法代替国法《思考》沙特是一种公开的恐怖	0
[泪][泪][泪][泪] //@圈儿和北北:[泪][泪][泪] //@通州区陪乐园的狗狗: //@杨冠群的心治疗爱记录: #那些爱与痛# @太原流浪狗狗爱心家园 能否帮忙给小斌斌找一只类似金毛的流浪狗作为导盲犬，辅助孩子康复各种身心创伤，各种费用我来解决，多谢了[爱心传递]//@范炜: 搞定，感谢大家，心理医生在赶往路上	0
与洋人英文聊天，极度纠缠中『印度本土印度人、美国印度人、印第安人，英语怎么说？』[抓狂][抓狂][抓狂][抓狂]#行摄的灵魂#	0
sd 武汉加油! 武汉加油? #武汉加油# 我们一起,打赢这场防御战!向战斗在一线的医护人员致敬!	1
嗯 //@微博新鲜事:#炫富大赛#右边…啊多么痛的领悟[蜡烛]比赛结束请各位各自回家治疗吧[泪]//@赛县长: 你哦什么？！以为中国首富是你爹吗！（555，真的是你爹…… //@王思聪:哦	0
#跨年值班# 今年12月31号上班，明年1月1号早上下班，怎么感觉像是值了两年班似的[害羞][害羞] 绣一只花牛 今天在这里跨年了[抓狂][抓狂] 祝大家新年快乐！幸福平安！[雪人][雪人] 我在:http://t.cn/zjHQele	0
#ACROSS夜话# 两百卡路里的食物，这让宵夜的我情何以堪！[泪]	0
[失望] 在北京哪里才能吃到正宗的麻辣烫啊、[激动] //@经典心理学：想吃麻辣烫了~~~	0
这世界摄影师成千上万，但真正用心去拍摄的却不多，带着爱行走在路上，加油，期待教程，虽然我旅行不以摄影为目的，但摄影却是除文字外记录旅行的最好方式。。。。哎，亮点在最后一张[嘻嘻]	1
//@堇monica:要不失眠要不多梦?您不失眠所以不幸的多梦了= = //@Rollercoaster_Rae: 我貌似不失眠[衰] //@堇monica:@Rollercoaster_Rae 你这又失眠又多梦的孩纸	0
特殊时期，都被吓怕了[睡觉] //@马跃CCT: 俩字: 操蛋！[怒][怒][怒]//@Bauta?春?:容不下一只狗吗？	0
起个大早,下着大雨在练车,被淋得不要不要的。。。	0
一到晚上就特别玻璃心微博上的鸡汤也越喝越难过啊靠	0
又出发去看花了。[睡觉][睡觉][睡觉][睡觉]雨雾天。[晕][晕][晕] 我在:http://t.cn/8FEU8HG	0
大晚上总是遇到傻逼真是操你妈爱jb住不住傻逼男人滚	0
哪?是你？？好可?~~~~//@Mia牙牙：错鸟 是20年 loli 变阿姨鸟[伤心] [伤心] //@欢乐小妞杨不会：翻看照片，才知道拍于91年，到现在刚刚好10年整。感慨一下~//@Mia牙牙：[可爱] [可爱] [可爱] [鼓掌]	0
智商着急,情商也这么让人着急,去领导办公室画图,领导办公室碰巧看到一个小区的叔叔,刚推门面无表情发愣数秒,后无语,出门对他说了句‘检查呢’?后想了一下,人家还是个局领导呢,可就算不是,我今天也太冷啦,脑慢的,没礼貌!	0
吃完饭，你的小蛮腰就不见啦！忍了，不吃。[泪]	0
#行摄的灵魂#你觉得我需要向@英国驻华大使馆，抗议吗？这个英国婆把我的姓wu改成了Oooooooooooo[抓狂]我的姓有那么难发音嘛？！[哼]#重返战地#中东之旅约旦Jarash 我在:http://t.cn/8sGA3C6	0
阿，咳咳，我还以为是你发的呢，想说怎么有3个//@综于缘味:你转的这个，是僵尸号转了我的话。。。。[泪]//@o鱼菲o:绽放的好[嘻嘻] //@莪狠想乖A:我那个我就厚脸皮了一下，叫双莓绽放	0
如果有一天我的人生走了下坡路一定和这些个狐朋狗友有直接关系!!!谁让你给我买可乐了说好的矿泉水呢都说了戒可乐!戒可乐!搞什么呢啊!!!故意的是不是!!!我这是喝还是不喝啊!!!	0
//@朱亮亮Leon: 关注精神家园的建设。 //@汪海英: 阅读温暖人心 //@幽悠草堂:[鼓掌] //@麦家:阅读有什么好处，不读书的人是不知道的。因为不读书，你可能连自己都不认识，因为读书，你可能了解所有人，包括五百年前和五百年后的	1
[嘘][嘻嘻] //@小鱼MM00:是这劲头！腹黑巨蟹座[酷] @nikitazhen  //@董芳0000:@小鱼MM00	1
《顶》成功的奥秘在于目标的坚定。迪斯雷利《抱抱》《思考》胶	1
回复@yang小羊:[委屈][委屈][委屈]想去惠州求带吃带喝@卖珠宝的大姑娘 @Q佳音  你们有木有意向呢？ //@yang小羊:[嘻嘻][爱你]	1
帅呆了！[花心] //@晶宝Khuntorian一枚:帅哥[花心]//@兔纸nana_KV:这细腿。。。//@VivianHOUvivi:哦擦！！！好帅！！！第三张那腿还有天理吗？！！！[抓狂][抓狂][抓狂]	0
//@鲍昆: 习总的改革计划中真的不能少了教育这一项，太重要了//@王久辛: [哈哈]@作家刘小海 @泰来大预测 @传媒老王 @杨东平 @海南-李超 @陈业文新大都 @Angelinatracy温文燕 @巴菲特SMS @白云出岫 @鲍昆 @敖旭光 @北青报孟庆伟 @北青谢燕辰 @北京胖叔 @邓兵老师 @编剧曾有情 @程鹤麟 @博联社马晓霖	1
年前最后一期节目录像杀青，来个全家福。感谢所有@北京青年 的童鞋们，2011我们风雨同舟，2012我们再携手，2012会更美！！[爱你][耶][good][鼓掌][威武][嘻嘻][哈哈][哈哈]	1
学校怎么能塌！[蜡烛][蜡烛][蜡烛]安息吧 //@一茶一坐北京东方广场店:[蜡烛][蜡烛]//@博斐秀禾李正熙:[蜡烛][蜡烛][蜡烛][伤心][伤心][伤心]//@滕竹: [蜡烛][蜡烛][蜡烛]//@土司胡咧咧: [蜡烛][蜡烛][蜡烛]	0
小伙伴们新浪娱乐都转了！咱还不转起来吗？//@c哈哈:#金霏曦比#在#超级笑星#等你～[来][来][来]@超级笑星官博  //@?三拾:#金霏曦比#转起来吧[哈哈] //@?三拾: @刘金霏 @嘻哈包袱铺陈曦 新浪都转了！火腕了！	1
d-13,又开始倒计时回家的日子,哎,这种日子什么时候才能到头,我想回家	0
刚刚在一个群里看到一件非常恐怖的事。突然觉得一个人是有多么深的阴暗面,才能达到处心积虑的去*假装别人的生活*骗取其他人的信任和钱财呢??钱财物质固然好,可挥霍过后最终换来的又会是什么呢?每天在睡梦中也要为第二天编织怎样的借口骗局而恐慌吗?	0
#中国达人秀#【全国招募?河南站】来到武术之乡河南，怎能没有武术表演！看十八铜人大秀十八般武艺，小编提醒没有一定功力千万不要模仿！[嘻嘻]	1
带馅儿的丸子！[嘻嘻]//@摆渡人摄影: 坑爹啊！这不是饺子，这是肉疙瘩！[怒]//@电影工厂: 这真是太方便了，高效率!!!	0
有女儿的转一个！呵呵 //@smile半句多007:生男赔钱，生女挣钱！[哈哈] //@龟兹仙子: 美女感悟很深啊～[玫瑰][心][玫瑰] //@乡园青青2012: 因为女儿坑得都是干爹，儿子坑得都是亲爹～；信知生男恶，还是生女好；生女犹得嫁比邻，生男埋没随百草。	1
#爱佑分享#自由这个东西的神奇，不在于它会带来多少洪水猛兽，而在于，这些洪水猛兽出现以后，你发现它其实也不过如此。还有什么？其实再也没有什么。――刘瑜 晚安[可爱]	1
花了老娘我半小时时间，拨的手指甲都疼了[抓狂]，只为放学后欣喜的表情[哈哈]	0
陈先生又说:你最近都不陪恬甜,她都不爱跟你玩了…哪有?你乱说!!你不要挑拨我们母女关系!	0
#万圣节#祝大家万圣节快乐，我们马上就要出门讨糖喽 ，不给糖就捣蛋哦！[馋嘴][嘻嘻][嘻嘻]  @父母世界Parents杂志	1
必须表扬！//@Xampire: 你确实做的挺下功夫的！关键时候还是靠谱！！提出表扬！！//@痴情螳螂: 感谢@随我游网 @张德欣 给予的这次机会~能和大家一块分享骑行乐趣~再感谢@五七之徒车队 @绿湾包装猫 @Xampire 帮助我完成这么好的PPT~菜鸟我不才昨晚献丑了[嘻嘻]	1
勤劳的小蜜蜂们，鬼子进山[晕][晕]你们要小心老巢啊！	0
收到，感谢钟总！这就喝起来！[赞]//@学生老魏: @玩家传播老张 @黄小健_JANE @大天力太阳 大家一起喝！//@VIVA_巍: 西湖龙井，谢谢钟总喽[鼓掌][茶] @钟晖CEITS	1
《曾国藩对联·8》战战兢兢,即生时不忘地狱;坦坦荡荡,虽逆境亦畅天怀。	1
一些年之后,我要跟你去山下人迹稀少的小镇生活。清晨爬到高山巅顶,下山去集市买蔬菜水果。烹煮打扫。生儿育女。午后读一本书。晚上在杏花树下喝酒,聊天,直到月色和露水清凉。在梦中,行至岩凤尾蕨茂盛的空空山谷,鸟声清脆,树上种子崩裂……一起在树下疲累而眠。醒来时,我尚年少,你未老。	1
红字部分乃泣血肺腑之言~~~[泪]//@梅淡耶滕君: 黑猫警长，以及下面那张合照真是笑死了	0
[哈哈][哈哈]XX案本来就是熊孩子都能看懂的！！[黑线][黑线] //@冯唐: ＂我递给他二十多页繁杂的案情描述，他飞快翻完。我问他，谁杀了那个英国人。他肯定地说了一个我没想到的名字。我飞快离开先锋书店，拨通了手机。我没告诉他的是，那二十多页不是小说，是最新的呈堂证供。＂	1
求6月份去青岛体验自己的海边桔子酒店，有想同去的吗？[哈哈]	1
哈哈哈哈，擦完整个人都崩溃了！[嘻嘻]下午是不是昏昏欲睡了呢，赶紧精神一下~	1
看到这个老爷爷好可怜!一边捡破烂一边买点小东西，买皮筋，压发，夹子看上去都不好看，但是老爷爷还是用哀求的眼光希望路人能照顾下生意，觉得很心酸，不知道老人的子女到那里去了让老人来受这份苦![泪][泪]@渝小新 @渝小浪 @幸福重庆 @重庆购物狂网站 我在:http://t.cn/zl7XlyQ	0
不得不说今天的杨桃院子有两个寿星[偷笑]，原本只是想让大家关注姐，实在是寿星男气场太强大@蓝颜哈包  咱们的吧台长，买了两箱酒请客人，帅到爆，[嘻嘻]今夜别睡，院子喝酒！	1
有车主长假去玩，收获3次超速50%以上的罚单，问该怎么办？交警的权威回复：先吊销驾照，罚1000，从新学习考试考新驾照；再吊销再罚1000再学习再考试得再得新驾照；接着再吊销再罚1000再学再考再发[生病] 有木有让小伙伴惊呆了？记得美国有坏蛋被判了3次死刑，现在终于明白是怎么执行的，医生辛苦了[泪]	0
我要死了，居然忘记JH的生日！！！！[泪]	0
//@爱佑-奥迪上海宝贝之家:感谢小长颈鹿以及她的小伙伴们的到来！宝贝们看到这个大大的长颈鹿玩偶都开心得不得了~[爱你]@美立客//@LittleGiraffe旗舰店: 还有小长颈鹿给大家分发玩具的场景哦~希望借助这次活动能呼吁越来越多的人献出自己一份爱心哦~多多支持宝贝之家	1
#中国梦想秀#你的梦想呢？还在吗？订阅梦想君的小伙伴们，一起和梦想君开启我们的追梦之旅~[可爱]接下来梦想君教大家一起来了解我们本期的追梦人喔，私信回复以下名字“王金宝”、“冯莹”、“马德奇”、“张悍”、“眭?平”中的任意一个即可――一起来感受梦想的魅力吧！[亲亲]	1
//@散仙建龙: 好吧！中?特色！ //@鲲鹏展翅qd: @何兵 @白发萧萧法律人 打倒万恶的反人类的反动派！成年畜生都不会与未成年的幼崽交配，它们不如畜生也！ //@cpk137:算了吧.校长都几十岁了.破个处,容易吗? //@上海老贾6688: 逃亡泰国: 帖转下去[怒][话筒] //@3frank: //@韩平V: //@钱稼轩:	0
#瞒着家人抗击新型肺炎#哭了呜呜呜 ??潍坊·北海花园a区	0
难得啊[嘻嘻]//@晴空haruku: 太浪漫了[爱你]那天我和我妈去看郭德纲专场[汗] //@苏维安:@?斐_小天天 下周去看 //@菘小小晴:期待明天能看上[围观][给力]	1
当失去对一件事新鲜感的同时也失去了好好做这件事的动力。每天上课渐渐也麻木了,发现精髓或者捷径就是抓住重点和考点,只有准备公开课的时候才会去挖掘那些知识中有趣的东西,但却没有精力每节课都这么认真准备。尽量,时刻保持新鲜感!	1
睡觉到半被楼下不知哪里来的几个傻逼大声嚷嚷吵醒,特么的起来关窗还被恐吓,卧槽我的火爆脾气哟。	0
万达广场吃的比较多   什么？不知道地方，你可以用[浮云]的嘛[嘻嘻] //@麻橙-:俺老麻去也~[耶]	1
14 武汉加油 #武汉加油# 加油?我们一起打赢这场防疫战	1
回复@米其林大厨-西安:[嘻嘻][嘻嘻][嘻嘻]晚安老弟 必须得睡了 明早要早朝的！ //@米其林大厨-西安:您记忆力超好！@春晖-来去吉祥  哥您过目不望呀！[哈哈][哈哈][哈哈]	1
我现在睡觉前都基本不玩手机了！！很注意了 怪不得总觉得眼睛不舒服//@彭彭_Patty: 全中！我是不是要挂了[泪][泪][泪] //@秋lee_李国民: @彭彭_Patty //@经典心理学: 睡觉前玩手机，千万别忘了这些咯 @养生小秘诀	0
#360宽带测速器# 我的下载速度能达到9.32KB/秒，领先于全国7%的用户！ 我的上网速度像牛车一样慢。[失望] 你的网速怎么样？快用360来测测吧。 好牛x的网速啊！  （分享自 @360宽带测速器）	0
[鼓掌]加油！//@Trista黎花黛雨:哈哈 是呢[爱你] //@夏草萱:[亲亲]我也是呢，好有缘分！希望我们能把它打造全厦门最IN的酒吧，加油！	1
做事不能太着急。越是急于去做，反而得不偿失！[失望]放在一个正确的位置，做好自己该做的工作和事情，其它的都只是兴趣和爱好罢了。因为我不是专职那件事情！[不要]	0
一少妇买了iPhone 打算越狱。到店里忽然忘了怎么说，就脱口而出＂老板我要出轨！＂ 老板愣了几秒果断给她装了陌陌……[衰]	0
我就是说冬天不能没有暖宝宝[泪]@风华正胖	0
紧急求助请转发:半月前,在九江沃尔玛超市的路边上躺着一个摔伤约50余岁的先生,已被民警送到市中医院治疗。目前一直找不到家属,现病人颅内出血,处于病危,已经上了呼吸机了。现紧急呼吁,有谁认识这个人,或能帮忙提供线索找到这个病人的家属。请直接打九江庐山南路派出所电话8118189.	0
现在俺娘一做饭我就觉得我是个大兔子[晕][晕]#帘外雨潺潺，秋意阑珊，桌上菜不咸，一点荤腥不见#	0
距离西宁火车站仅一步之遥，黄金地理位置，旁边是西宁市最好吃的酸奶和包子。相当令人期待！[鼓掌]//@扒皮:祝贺！马步芳公馆我去过，很好的宅子，想来你这旅社一定很棒。帮哥们的新生意转一下，大家有机会捧场！	1
[威武][威武][威武] //@孙跃2012:[鼓掌]	1
小胖强烈要求还原真实面目。好吧[嘻嘻][偷笑]	1
妈妈照，爸爸发，我们滴宝宝笑哈哈～[爱你]	1
《鼓掌》越来越喜欢啦怎么办的,好美美的《憧憬》《佩奇》对	1
刚回京，一大堆文件和事情要处理，，，，不玩微博，不能多陪家人[失望]	0
[哈哈]//@坚哥King:[哈哈] 坚决不走歪路/@眠琴山房:[哈哈]//@黑子张骏: [哈哈]//@唐步云微评:[哈哈]	1
美食家@沈涛 的顶级牛。。。。。排刀！[太开心]膜拜	1
虽然我是一个女人,但有时候我也服了一个女人!!!	0
真的不知道遇到你们这些多多逼人的室友是我有多倒霉呢。	0
一脚踏两国，左中国，右缅甸。//@圈圈又叫阿潞: 边关名镇，中国畹町[爱你][爱你][爱你] //@王光复:历史边关文化魅力名镇，中国远征军铁血通道。	1
一只十岁的小狗狗，得了心脏病被抛弃在宠物医院，被好心人收养了，老公可喜欢它了，奇怪十年的感情为什么会说扔就扔呢…[怒]	0
诺爸有事回家去了,诺宝中午前所未有的闹,各种哭,拉屎拉的整个后背都是,怎样都放不下来,现在才消停,快饿晕了	0
#致敬疫情前线医护人员#中国,加油 这一路,走下来终是不易 ??	1
所以我们的话剧又叫李宗熹的名单就对了//@Richie琪:矮由我去。。。我以后的宣传照都归你了！！[太开心] // @我是神的猪 :哈哈~导演跟你们说啥了？还不赶紧睡觉去！//  @TOPFM达令  :   @DJ孙小钱   朦胧一些还是很帅的，稍微衬得上我们琪琪了。。另，你左手在作甚	1
武夷山第一摄影师天亮师傅，画的可真传神[哈哈]蒙眼在山路开车的师傅，真奇人也。。。	1
她是谁？[晕] //@马晓波:这片子谁剪的啊。[汗] //@杨丽苹: 我也注意到这个女孩了，太逗了 //@叶开sa: 呵呵，这种专门负责流泪的估计比那些负责尖叫的价位要高些。	0
他真的很好《拳头》 弟弟真的很通透,不仅说,也在做。考虑到武汉等地区物资运输的实效性和安全性。弟弟在18岁成立的焕蓝梦想公益基金希望可以更加有效地为当地医院提供帮助,向武汉市慈善总会进行捐款20万元,所有的善款由慈善总会统一调配	1
忍无可忍，一大早的楼上如万马奔腾，那零乱的高跟鞋踏在楼板上像驴一样有劲。五点就开始奔腾，您不习惯室内穿拖鞋吧？您还以为这和在您村的棚里一样蹄下是踏实的土地？您每天在室内就全副武装铁蹄上掌着急抢草料去？[怒]	0
第一次做番茄鸡蛋。味道还行不过不好看xd继续练一下。#番茄鸡蛋#	1
昨天吃的全是“硬货”，今天三餐是山楂+粥，以后再也不能这样暴饮暴食了，太伤身！（体重又攀新高了！）[泪]	0
水鱼鸡子汤，鸡子即公鸡的睾丸，加了点酒，喝了热血沸腾的[抓狂]	0
[亲亲][亲亲]我懂你懂//@小璐小姐lulu: @brooke //@实用心理学:朋友一生一辈子，你待我用以真心，我必待你用以真心。	1
不喝都晕呢！再喝[汗][汗][汗] //@玩转东京:带瓶二锅头去[嘻嘻] //@马剑是谁:烦死了[抓狂] //@玩转东京:活动真多[打哈气]	0
这种工作量,我也无法了!分分钟都想发火!凸凸凸	0
晚上坐地铁回家，工作人员居然故意在广播里报下一站站名！！等好多人都急急忙忙下车后，他居然又在喇叭里更正站名，然后说：“祝大家愚人节快乐！”姐也是下车的其中一个！！[怒]	0
【#超级笑星#笑星之路】@赵子洲 @张博泰 这两位非常年轻的相声演员搞笑功力一点不含糊呀[给力]~胖瘦搭档讥讽?丝人生~“手底下管着100多号人！”“干嘛的？”“看坟的！”[哈哈]再来回顾一下二人和张军旗，秦玉洁夫妇的终极PK吧http://t.cn/8FgLffh ~	1
回复@ELLE艺术督导杨雷:大家多有口福啊：）[可爱] //@ELLE艺术督导杨雷:林姐不在，把你邮来的吃的都吃了[嘻嘻]	1
真是缘分啊！//@亚里斯多德:缘分呐~~//@张小博同学: 终于见面了。三年前就认识@亚里斯多德 。还是有缘啊！还有海繁//@繁啦:[鼓掌]欢迎来南昌一起受苦！	1
[泪][泪]好可怜的江豚[蜡烛]//@天赐珍宝1: 还是先保护一下中华人民共和国的人民吧，别让人民的微笑消失！	0
#李小兔成长记#李小兔特别爱喝酸奶。本来他在里面玩一听到我撕酸奶盖的声音就跑出来了，看到开冰箱也会指着冰箱说:奶奶奶...甚至听见开冰箱门的声音也会跑过来说:奶奶奶，有时候还会捡起垃圾桶里的酸奶盒子舔舔[衰]	0
出师未捷…还没出门就扭了膝盖,滑膜炎又来了	0
//@咖啡培根: 一粒粒咖啡豆爆香在脑海里。[可爱]	1
#自驾中国365#第269天，陕西华阴。今天的早餐：羊肉泡，20元一份，全是大块的羊腿肉！前天啃了猪蹄（宾馆左手边），所以昨天我们才一口气能爬了9个小时，这爬完了自然吃羊腿（宾馆右手边）了，吃啥补啥嘛！想想这两家饭店还挺配！[嘻嘻]	1
[互粉]【我五岁啦】天天向上“五周年”系列活动：令粉丝期盼已久的节目终于要跟大家见面了[太开心]，感谢@梁翘柏 老师及团队带来的音乐盛宴[给力][给力]，明晚20：10“相信音乐[话筒]，我们听你的！”[good][good][good]	1
哎……我们牺牲了无数兄弟姐妹们啊[泪]//@左影右虹: 那个黄昏血雨腥风啊！	0
[哈哈]//@葛绿克:哇咔咔，小羊太可爱了！我也想有个农场和喂奶的狗爸爸//@维他命羊:咩星人&汪星人//@ToniMa: 太可爱！	1
正，乡下吃法两味，整条滚煮，喝汤，吃肉[哈哈] //@陈立民:老陈试菜私宴后续报道 @Natalie戎娜颐 @cat7even	1
不要这样子...我每次看扣扣空间的最近访客，就有点焦虑...[泪]不过，你们这些坟蛋，其实内心还是想看谁看了你的吧...[嘻嘻]//@台一线: 最近访客？？？浪浪~表酱紫残忍啊~[泪流满面]	0
通往土豪之路我已走完了一半，成功做到了土。[泪]	0
谢谢//@棉花糖丫鬟: 就是！支持望京一号 ? 不给钱就黑的做法实在不咋滴? //@aconquija:[good] //@望京一号餐厅:[爱你] //@自由田大岩: 有智慧的人，从来不活在别人的嘴里，也不活在别人的眼里。我作兴你这样的！	1
?不是说?干家务戴手套嘛[抓狂][抓狂][抓狂] //骗人～感觉不能爱啦[哼][哼][哼]@文怡:等我有一天失业了，我就去给当保姆，或者当小时工，谁要雇我，提前预约办卡哈[挖鼻屎]	0
如果分手后,你满脑子都是他的好,也许这场恋爱是美好的,或者你还没谈够。没心没肺的面对外人,撕心裂肺的深夜哽咽,我一直觉得我是个矛盾体,非要装作强者,非要生的笑脸,非要让别人觉得自己没心没肺。想要改变,做个表里如一的人,却发现它已经成为我的保护色,深入骨髓……好累	0
这是潜水的那集吧？我的第一次潜经验啊[嘻嘻][嘻嘻][嘻嘻]	1
我在这里: #格尔木市# 到格尔木了，外面太冷，懒得出去了[嘻嘻]。此地海拔2950。 http://t.cn/zOrMS1F	1
当初就不应该跟人合租的,自己住多好,明明花同样的钱,却自己找罪受。合租的女生又懒又抠门,我每天像个保姆一样给她做饭,我真是受够了这种生活,每天出力还要出钱,真是满满的负能量,找不到人诉苦,说多了又怕别人烦,只能自己闷在心里	0
周边真的要注意起来啊!武汉周边城市农村有大量在武汉工作的,这些天基本都回去了!	0
黑龙江省三亚市。[偷笑] //@liq1231:帝都还能吃到这个？在哪里啊？[疑问]  //@潮汕渔家:从北吃到南，从早吃到晚……[偷笑]就这吃法居然还没吃成个大胖纸~  //@嗨辣老孙: 这个撑啊！[泪]转场奔宵夜，吃货们等等哦~[嘻嘻]	0
山东滨州棒棒哒!俺们村厉害了!#山东肺炎# ??	1
在等温泉池子加水的过程中，我和Bella按照老板给的手绘地图去买了好多卤味，怕口渴又去买了大杯奶茶（700ml）。吃货们要注意，在台湾只要不特别强调，买饮料都是给大杯的，可是只要人民币5元，台湾人民幸福指数好高啊[泪]其实我都不好意思再发吃了@云朗带你游台湾 @?莉珊珊  我在:http://t.cn/zHRkgce	0
is也太嚣张了吧!那些都是无辜的人,要打仗就光明正大的打啊!干嘛欺负手无寸铁的百姓啊!真的是够了!	0
回复@闻人小贤:发现按照我出生的时间你都可以管我叫阿姨了是不～～～[害羞] [可爱] [偷笑] 三张的人你伤不起阿～～！！ //@闻人小贤:回复@Stella岚r:不要怀疑自己那张粉嫩的脸啊，太骗人了，要不是今天我整理人员信息…… //@闻人小贤:我每星期也得这么绿一次，哈哈哈	1
哈哈遵守交通规则从娃娃做起！//@金树杉--非常设计:[哈哈] 不扣分就行//@铁铮-铁铮: 要不要给2岁孩子开罚单。	1
